Rk,NAME,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
430,Moses Brown,24,POR,C,22,5,200,33,65,.508,0,0,0,33,65,.508,.508,9,31,.290,37,49,86,7,5,7,11,27,75,0,0,brownmo01
432,Saben Lee,24,PHO,PG,24,0,185,20,55,.364,2,16,.125,18,39,.462,.382,29,39,.744,9,22,31,30,7,3,8,13,71,0,0,leesa01
434,Brandon Clarke,27,MEM,PF,6,1,134,33,59,.559,1,6,.167,32,53,.604,.568,1,7,.143,13,19,32,9,5,6,3,8,68,0,0,clarkbr01
435,Markieff Morris,34,DAL,PF,26,1,216,23,68,.338,15,42,.357,8,26,.308,.449,5,6,.833,4,35,39,16,5,3,12,12,66,0,0,morrima02
437,Charles Bassey,23,SAS,C,19,0,205,29,40,.725,0,1,.000,29,39,.744,.725,5,6,.833,23,53,76,21,8,17,15,31,63,0,0,bassech01
438,Cory Joseph,32,GSW,PG,26,0,296,23,64,.359,13,42,.310,10,22,.455,.461,4,7,.571,6,24,30,42,4,3,12,25,63,0,0,josepco01
441,Théo Maledon,22,2TM,PG,17,1,213,20,70,.286,5,30,.167,15,40,.375,.321,14,15,.933,4,20,24,28,7,0,18,21,59,0,0,maledth01
444,Micah Potter,25,UTA,PF,16,0,186,19,40,.475,9,21,.429,10,19,.526,.588,6,8,.750,10,33,43,6,4,6,5,14,53,0,0,pottemi01
445,Jeff Dowtin,26,PHI,PG,12,0,142,20,36,.556,9,19,.474,11,17,.647,.681,3,4,.750,3,17,20,27,7,1,5,1,52,0,0,dowtije01
447,P.J. Tucker,38,2TM,PF,31,10,486,18,50,.360,13,35,.371,5,15,.333,.490,3,3,1.000,28,57,85,16,16,7,8,54,52,0,0,tuckepj01
448,James Bouknight,23,CHO,SG,14,0,81,18,41,.439,13,30,.433,5,11,.455,.598,1,2,.500,1,8,9,6,1,1,2,3,50,0,0,bouknja01
450,Darius Bazley,23,2TM,PF,9,0,152,18,30,.600,2,8,.250,16,22,.727,.633,10,12,.833,8,20,28,7,6,7,8,3,48,0,0,bazleda01
454,Terry Taylor,24,CHI,PF,31,0,188,20,39,.513,2,9,.222,18,30,.600,.538,4,5,.800,17,20,37,10,5,2,7,17,46,0,0,taylote01
456,Boban Marjanović,35,HOU,C,14,0,71,18,34,.529,0,2,.000,18,32,.563,.529,9,14,.643,7,25,32,6,1,2,5,5,45,0,0,marjabo01
459,Dylan Windler,27,3TM,SF,17,0,108,15,30,.500,13,27,.481,2,3,.667,.717,0,0,0,3,13,16,10,2,0,2,6,43,0,0,windldy01
466,Robert Williams,26,POR,C,6,0,119,17,26,.654,0,0,0,17,26,.654,.654,7,9,.778,11,27,38,5,7,7,7,17,41,0,0,williro04
467,Trevelin Queen,26,ORL,SG,14,0,165,14,38,.368,3,17,.176,11,21,.524,.408,9,12,.750,3,17,20,18,7,5,7,15,40,0,0,queentr01
468,Joe Harris,32,DET,SG,16,0,170,14,39,.359,10,30,.333,4,9,.444,.487,1,2,.500,3,10,13,10,3,2,4,19,39,0,0,harrijo01
469,Otto Porter Jr.,30,TOR,SF,15,1,174,14,33,.424,8,23,.348,6,10,.600,.545,3,3,1.000,6,23,29,8,5,5,2,19,39,0,0,porteot01
473,Udoka Azubuike,24,PHO,C,16,0,113,16,23,.696,0,0,0,16,23,.696,.696,3,13,.231,11,21,32,3,1,6,4,17,35,0,0,azubuud01
477,Olivier Sarr,24,OKC,C,15,0,98,11,19,.579,2,6,.333,9,13,.692,.632,10,15,.667,10,26,36,2,0,7,3,18,34,0,0,sarrol01
478,Gabe Vincent,27,LAL,PG,11,0,218,15,49,.306,3,28,.107,12,21,.571,.337,1,2,.500,4,5,9,21,9,0,5,19,34,0,0,vincega01
479,Taj Gibson,38,2TM,PF,20,1,204,15,37,.405,2,10,.200,13,27,.481,.432,2,2,1.000,12,25,37,11,3,7,5,31,34,0,0,gibsota01
482,Xavier Moon,29,LAC,SG,14,1,119,15,46,.326,2,17,.118,13,29,.448,.348,1,2,.500,8,10,18,21,3,3,5,8,33,0,0,moonxa01
483,Thanasis Antetokounmpo,31,MIL,PF,34,0,155,16,30,.533,0,1,.000,16,29,.552,.533,0,2,.000,7,6,13,17,7,4,14,24,32,0,0,antetth01
485,Keon Johnson,21,BRK,SG,5,0,61,8,21,.381,4,10,.400,4,11,.364,.476,11,12,.917,3,4,7,3,3,1,5,5,31,0,0,johnske07
490,Daishen Nix,21,MIN,PG,15,0,50,9,24,.375,6,17,.353,3,7,.429,.500,3,6,.500,1,2,3,6,5,0,5,2,27,0,0,nixda01
491,David Duke Jr.,24,SAS,SG,4,0,51,10,18,.556,3,6,.500,7,12,.583,.639,3,3,1.000,2,8,10,5,2,0,3,4,26,0,0,dukeda01
494,Admiral Schofield,26,ORL,PF,23,0,84,10,26,.385,6,16,.375,4,10,.400,.500,0,2,.000,3,14,17,7,1,0,5,9,26,0,0,schofad01
500,Jay Huff,25,DEN,C,20,0,49,9,15,.600,3,9,.333,6,6,1.000,.700,2,2,1.000,2,9,11,2,2,3,1,9,23,0,0,huffja01
502,Ish Wainright,29,2TM,SF,11,0,62,7,24,.292,7,20,.350,0,4,.000,.438,2,2,1.000,3,11,14,1,4,1,2,8,23,0,0,wainris01
504,Braxton Key,26,DEN,SF,20,0,60,7,17,.412,2,5,.400,5,12,.417,.471,6,8,.750,3,15,18,9,2,1,1,5,22,0,0,keybr01
511,Robin Lopez,35,MIL,C,16,2,65,7,19,.368,2,8,.250,5,11,.455,.421,2,2,1.000,3,2,5,4,1,3,2,7,18,0,0,lopezro01
514,Wenyen Gabriel,26,MEM,PF,5,0,81,8,22,.364,1,6,.167,7,16,.438,.386,0,5,.000,7,18,25,3,2,2,8,10,17,0,0,gabriwe01
516,Greg Brown III,22,DAL,PF,6,0,40,5,11,.455,1,3,.333,4,8,.500,.500,4,9,.444,3,6,9,4,0,4,4,5,15,0,0,browngr01
527,Mamadi Diakite,27,2TM,PF,6,0,24,4,6,.667,0,1,.000,4,5,.800,.667,4,6,.667,1,3,4,2,1,1,1,2,12,0,0,diakima01
535,R.J. Hampton,22,MIA,PG,8,2,76,4,14,.286,1,8,.125,3,6,.500,.321,1,2,.500,2,4,6,8,0,0,3,8,10,0,0,hamptrj01
537,James Johnson,36,IND,PF,9,0,47,3,10,.300,0,2,.000,3,8,.375,.300,2,2,1.000,1,3,4,8,5,1,5,9,8,0,0,johnsja01
541,Juan Toscano-Anderson,30,SAC,SF,11,0,53,3,12,.250,1,4,.250,2,8,.250,.292,0,0,0,4,10,14,4,1,1,2,11,7,0,0,toscaju01
544,Lindell Wigginton,25,MIL,PG,3,0,8,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,0,0,0,0,0,0,1,1,6,0,0,wiggili01
545,Frank Ntilikina,25,CHO,PG,5,0,43,1,9,.111,1,8,.125,0,1,.000,.167,2,2,1.000,1,5,6,4,0,0,1,4,5,0,0,ntilila01
549,Ty Jerome,26,CLE,SG,2,0,15,2,4,.500,0,1,.000,2,3,.667,.500,0,0,0,1,0,1,3,0,0,1,2,4,0,0,jeromty01
553,Usman Garuba,21,GSW,PF,6,0,18,1,6,.167,0,1,.000,1,5,.200,.167,1,2,.500,3,4,7,1,1,3,2,2,3,0,0,garubus01
557,Hamidou Diallo,25,WAS,SG,2,0,5,1,2,.500,0,0,0,1,2,.500,.500,0,0,0,2,0,2,1,2,0,1,1,2,0,0,diallha01
558,Shaquille Harrison,30,MEM,SG,3,0,6,1,2,.500,0,0,0,1,2,.500,.500,0,0,0,0,2,2,0,0,1,0,0,2,0,0,harrish01
561,Joshua Primo,21,LAC,SG,2,0,10,1,3,.333,0,1,.000,1,2,.500,.333,0,0,0,1,0,1,0,0,1,4,0,2,0,0,primojo01
563,Ryan Arcidiacono,29,NYK,PG,20,0,45,0,6,.000,0,6,.000,0,0,0,.000,0,0,0,0,8,8,4,2,0,2,5,0,0,0,arcidry01
568,Danny Green,36,PHI,SG,2,0,18,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,2,2,1,1,0,0,1,0,0,0,greenda02
570,Justin Jackson,28,MIN,SF,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksju01
0,League Average,0,0,0,0,0,0,0,0,.474,0,0,.366,0,0,.545,.547,0,0,.784,0,0,0,0,0,0,0,0,0,0,0,-9999
